Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,Marketing_Airline_Network,Operated_or_Branded_Code_Share_Partners,DOT_ID_Marketing_Airline,IATA_Code_Marketing_Airline,Flight_Number_Marketing_Airline,Originally_Scheduled_Code_Share_Airline,DOT_ID_Originally_Scheduled_Code_Share_Airline,IATA_Code_Originally_Scheduled_Code_Share_Airline,Flight_Num_Originally_Scheduled_Code_Share_Airline,Operating_Airline ,DOT_ID_Operating_Airline,IATA_Code_Operating_Airline,Tail_Number,Flight_Number_Operating_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestState,DestStateFips,DestStateName,DestWac,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,FirstDepTime,TotalAddGTime,LongestAddGTime,DivAirportLandings,DivReachedDest,DivActualElapsedTime,DivArrDelay,DivDistance,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,Div1TotalGTime,Div1LongestGTime,Div1WheelsOff,Div1TailNum,Div2Airport,Div2AirportID,Div2AirportSeqID,Div2WheelsOn,Div2TotalGTime,Div2LongestGTime,Div2WheelsOff,Div2TailNum,Div3Airport,Div3AirportID,Div3AirportSeqID,Div3WheelsOn,Div3TotalGTime,Div3LongestGTime,Div3WheelsOff,Div3TailNum,Div4Airport,Div4AirportID,Div4AirportSeqID,Div4WheelsOn,Div4TotalGTime,Div4LongestGTime,Div4WheelsOff,Div4TailNum,Div5Airport,Div5AirportID,Div5AirportSeqID,Div5WheelsOn,Div5TotalGTime,Div5LongestGTime,Div5WheelsOff,Div5TailNum,Duplicate
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4461,,,,,G7,20500,G7,N501GJ,4461,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,10135,1013507,30135,ABE,"Allentown/Bethlehem/Easton, PA",PA,42,Pennsylvania,23,1322,1404,42,42,1,2,1300-1359,30,1434,1658,3,1622,1701,39,39,1,2,1600-1659,0,,0,120,117,84,1,654,3,32,0,0,0,7,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4460,,,,,G7,20500,G7,N551GJ,4460,11618,1161803,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,10792,1079206,30792,BUF,"Buffalo, NY",NY,36,New York,22,2100,2053,-7,0,0,-1,2100-2159,30,2123,2212,2,2231,2214,-17,0,0,-2,2200-2259,0,,0,91,81,49,1,282,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4459,,,,,G7,20500,G7,N551GJ,4459,11618,1161803,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,10792,1079206,30792,BUF,"Buffalo, NY",NY,36,New York,22,1605,1556,-9,0,0,-1,1600-1659,23,1619,1708,4,1740,1712,-28,0,0,-2,1700-1759,0,,0,95,76,49,1,282,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4458,,,,,G7,20500,G7,N545GJ,4458,12264,1226403,30852,IAD,"Washington, DC",VA,51,Virginia,38,14524,1452402,34524,RIC,"Richmond, VA",VA,51,Virginia,38,1245,1239,-6,0,0,-1,1200-1259,18,1257,1321,5,1349,1326,-23,0,0,-2,1300-1359,0,,0,64,47,24,1,100,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4457,,,,,G7,20500,G7,N526GJ,4457,11618,1161803,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,11278,1127805,30852,DCA,"Washington, DC",VA,51,Virginia,38,2020,2011,-9,0,0,-1,2000-2059,85,2136,2216,4,2152,2220,28,28,1,1,2100-2159,0,,0,92,129,40,1,199,1,0,0,28,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4456,,,,,G7,20500,G7,N513GJ,4456,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,10408,1040805,30408,ATW,"Appleton, WI",WI,55,Wisconsin,45,2015,2150,95,95,1,6,2000-2059,40,2230,2257,2,2131,2259,88,88,1,5,2100-2159,0,,0,76,69,27,1,160,1,88,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4454,,,,,G7,20500,G7,N563GJ,4454,15016,1501606,31123,STL,"St. Louis, MO",MO,29,Missouri,64,12264,1226403,30852,IAD,"Washington, DC",VA,51,Virginia,38,1244,1238,-6,0,0,-1,1200-1259,14,1252,1520,8,1555,1528,-27,0,0,-2,1500-1559,0,,0,131,110,88,1,696,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4453,,,,,G7,20500,G7,N522GJ,4453,11267,1126703,31267,DAY,"Dayton, OH",OH,39,Ohio,44,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1024,1818,474,474,1,12,1000-1059,26,1844,1904,20,1100,1924,504,504,1,12,1100-1159,0,,0,96,126,80,1,240,1,1,0,30,0,473,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4452,,,,,G7,20500,G7,N548GJ,4452,10408,1040805,30408,ATW,"Appleton, WI",WI,55,Wisconsin,45,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1539,1602,23,23,1,1,1500-1559,65,1707,1800,45,1710,1845,95,95,1,6,1700-1759,0,,0,91,163,53,1,160,1,0,0,72,0,23,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4450,,,,,G7,20500,G7,N561GJ,4450,12323,1232306,32323,ILM,"Wilmington, NC",NC,37,North Carolina,36,11618,1161803,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,1626,1616,-10,0,0,-1,1600-1659,18,1634,1749,5,1820,1754,-26,0,0,-2,1800-1859,0,,0,114,98,75,1,488,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4449,,,,,G7,20500,G7,N557GJ,4449,10599,1059904,30599,BHM,"Birmingham, AL",AL,01,Alabama,51,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,0730,0758,28,28,1,1,0700-0759,18,0816,0948,17,0954,1005,11,11,0,0,0900-0959,0,,0,144,127,92,1,584,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4447,,,,,G7,20500,G7,N549GJ,4447,10434,1043406,30434,AVP,"Scranton/Wilkes-Barre, PA",PA,42,Pennsylvania,23,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1717,1705,-12,0,0,-1,1700-1759,22,1727,1831,49,1855,1920,25,25,1,1,1800-1859,0,,0,158,195,124,1,632,3,0,0,25,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4446,,,,,G7,20500,G7,N576GJ,4446,11278,1127805,30852,DCA,"Washington, DC",VA,51,Virginia,38,11618,1161803,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,1110,1102,-8,0,0,-1,1100-1159,17,1119,1159,7,1229,1206,-23,0,0,-2,1200-1259,0,,0,79,64,40,1,199,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4445,,,,,G7,20500,G7,N553GJ,4445,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,10599,1059904,30599,BHM,"Birmingham, AL",AL,01,Alabama,51,1105,1118,13,13,0,0,1100-1159,21,1139,1304,16,1314,1320,6,6,0,0,1300-1359,0,,0,129,122,85,1,584,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4444,,,,,G7,20500,G7,N576GJ,4444,11618,1161803,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,11278,1127805,30852,DCA,"Washington, DC",VA,51,Virginia,38,0900,0854,-6,0,0,-1,0900-0959,36,0930,1012,3,1033,1015,-18,0,0,-2,1000-1059,0,,0,93,81,42,1,199,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4443,,,,,G7,20500,G7,N538GJ,4443,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,11066,1106606,31066,CMH,"Columbus, OH",OH,39,Ohio,44,1417,1407,-10,0,0,-1,1400-1459,20,1427,1610,7,1648,1617,-31,0,0,-2,1600-1659,0,,0,91,70,43,1,296,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4442,,,,,G7,20500,G7,N526GJ,4442,11278,1127805,30852,DCA,"Washington, DC",VA,51,Virginia,38,11618,1161803,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,1259,1255,-4,0,0,-1,1200-1259,32,1327,1407,6,1422,1413,-9,0,0,-1,1400-1459,0,,0,83,78,40,1,199,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4440,,,,,G7,20500,G7,N556GJ,4440,10408,1040805,30408,ATW,"Appleton, WI",WI,55,Wisconsin,45,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,0800,0748,-12,0,0,-1,0800-0859,39,0827,0909,20,0941,0929,-12,0,0,-1,0900-0959,0,,0,101,101,42,1,160,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4439,,,,,G7,20500,G7,N536GJ,4439,15380,1538005,35380,TVC,"Traverse City, MI",MI,26,Michigan,43,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1337,1326,-11,0,0,-1,1300-1359,17,1343,1336,13,1420,1349,-31,0,0,-2,1400-1459,0,,0,103,83,53,1,224,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4438,,,,,G7,20500,G7,N563GJ,4438,10434,1043406,30434,AVP,"Scranton/Wilkes-Barre, PA",PA,42,Pennsylvania,23,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,0624,0620,-4,0,0,-1,0600-0659,18,0638,0723,10,0805,0733,-32,0,0,-2,0800-0859,0,,0,161,133,105,1,632,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4437,,,,,G7,20500,G7,N506GJ,4437,15016,1501606,31123,STL,"St. Louis, MO",MO,29,Missouri,64,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1315,1305,-10,0,0,-1,1300-1359,11,1316,1402,9,1450,1411,-39,0,0,-2,1400-1459,0,,0,95,66,46,1,258,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4436,,,,,G7,20500,G7,N564GJ,4436,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,14783,1478302,34783,SGF,"Springfield, MO",MO,29,Missouri,64,1245,1241,-4,0,0,-1,1200-1259,27,1308,1424,5,1438,1429,-9,0,0,-1,1400-1459,0,,0,113,108,76,1,438,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4435,,,,,G7,20500,G7,N524GJ,4435,12264,1226403,30852,IAD,"Washington, DC",VA,51,Virginia,38,10868,1086803,30868,CAE,"Columbia, SC",SC,45,South Carolina,37,1710,1706,-4,0,0,-1,1700-1759,12,1718,1822,4,1855,1826,-29,0,0,-2,1800-1859,0,,0,105,80,64,1,401,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4434,,,,,G7,20500,G7,N551GJ,4434,11618,1161803,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,11278,1127805,30852,DCA,"Washington, DC",VA,51,Virginia,38,0700,0650,-10,0,0,-1,0700-0759,30,0720,0804,3,0832,0807,-25,0,0,-2,0800-0859,0,,0,92,77,44,1,199,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4433,,,,,G7,20500,G7,N552GJ,4433,11618,1161803,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,11278,1127805,30852,DCA,"Washington, DC",VA,51,Virginia,38,1410,1404,-6,0,0,-1,1400-1459,20,1424,1507,10,1539,1517,-22,0,0,-2,1500-1559,0,,0,89,73,43,1,199,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4432,,,,,G7,20500,G7,N550GJ,4432,11618,1161803,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,11278,1127805,30852,DCA,"Washington, DC",VA,51,Virginia,38,1800,1753,-7,0,0,-1,1800-1859,41,1834,1915,4,1932,1919,-13,0,0,-1,1900-1959,0,,0,92,86,41,1,199,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4431,,,,,G7,20500,G7,N513GJ,4431,14524,1452402,34524,RIC,"Richmond, VA",VA,51,Virginia,38,11618,1161803,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,0719,0709,-10,0,0,-1,0700-0759,37,0746,0836,16,0859,0852,-7,0,0,-1,0800-0859,0,,0,100,103,50,1,277,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4430,,,,,G7,20500,G7,N539GJ,4430,11278,1127805,30852,DCA,"Washington, DC",VA,51,Virginia,38,11618,1161803,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,0600,0551,-9,0,0,-1,0600-0659,18,0609,0647,13,0722,0700,-22,0,0,-2,0700-0759,0,,0,82,69,38,1,199,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4429,,,,,G7,20500,G7,N521GJ,4429,10599,1059904,30599,BHM,"Birmingham, AL",AL,01,Alabama,51,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,0910,0903,-7,0,0,-1,0900-0959,17,0920,1056,10,1134,1106,-28,0,0,-2,1100-1159,0,,0,144,123,96,1,584,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4428,,,,,G7,20500,G7,N562GJ,4428,12945,1294503,32945,LEX,"Lexington, KY",KY,21,Kentucky,52,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1030,1018,-12,0,0,-1,1000-1059,19,1037,1042,29,1125,1111,-14,0,0,-1,1100-1159,0,,0,115,113,65,1,323,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4427,,,,,G7,20500,G7,N559GJ,4427,12264,1226403,30852,IAD,"Washington, DC",VA,51,Virginia,38,15016,1501606,31123,STL,"St. Louis, MO",MO,29,Missouri,64,0840,0835,-5,0,0,-1,0800-0859,24,0859,0953,6,1013,0959,-14,0,0,-1,1000-1059,0,,0,153,144,114,1,696,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4426,,,,,G7,20500,G7,N540GJ,4426,11618,1161803,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,10785,1078503,30785,BTV,"Burlington, VT",VT,50,Vermont,16,0735,0729,-6,0,0,-1,0700-0759,34,0803,0854,3,0909,0857,-12,0,0,-1,0900-0959,0,,0,94,88,51,1,266,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4425,,,,,G7,20500,G7,N537GJ,4425,14122,1412202,30198,PIT,"Pittsburgh, PA",PA,42,Pennsylvania,23,11618,1161803,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,1725,1714,-11,0,0,-1,1700-1759,11,1725,1819,43,1859,1902,3,3,0,0,1800-1859,0,,0,94,108,54,1,319,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4424,,,,,G7,20500,G7,N540GJ,4424,10785,1078503,30785,BTV,"Burlington, VT",VT,50,Vermont,16,12264,1226403,30852,IAD,"Washington, DC",VA,51,Virginia,38,0948,0941,-7,0,0,-1,0900-0959,35,1016,1127,5,1154,1132,-22,0,0,-2,1100-1159,0,,0,126,111,71,1,441,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4423,,,,,G7,20500,G7,N534GJ,4423,15016,1501606,31123,STL,"St. Louis, MO",MO,29,Missouri,64,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,0630,0621,-9,0,0,-1,0600-0659,15,0636,0730,38,0805,0808,3,3,0,0,0800-0859,0,,0,95,107,54,1,258,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4422,,,,,G7,20500,G7,N565GJ,4422,14524,1452402,34524,RIC,"Richmond, VA",VA,51,Virginia,38,12264,1226403,30852,IAD,"Washington, DC",VA,51,Virginia,38,1954,1949,-5,0,0,-1,1900-1959,13,2002,2033,7,2101,2040,-21,0,0,-2,2100-2159,0,,0,67,51,31,1,100,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4421,,,,,G7,20500,G7,N507GJ,4421,14783,1478302,34783,SGF,"Springfield, MO",MO,29,Missouri,64,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,0745,0735,-10,0,0,-1,0700-0759,15,0750,0856,26,0947,0922,-25,0,0,-2,0900-0959,0,,0,122,107,66,1,438,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4420,,,,,G7,20500,G7,N501GJ,4420,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,11977,1197705,31977,GRB,"Green Bay, WI",WI,55,Wisconsin,45,2015,2055,40,40,1,2,2000-2059,56,2151,2230,4,2131,2234,63,63,1,4,2100-2159,0,,0,76,99,39,1,173,1,40,0,23,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4419,,,,,G7,20500,G7,N535GJ,4419,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,15919,1591905,31834,XNA,"Fayetteville, AR",AR,05,Arkansas,71,1535,1536,1,1,0,0,1500-1559,22,1558,1728,4,1740,1732,-8,0,0,-1,1700-1759,0,,0,125,116,90,1,522,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4417,,,,,G7,20500,G7,N542GJ,4417,12217,1221702,30255,HSV,"Huntsville, AL",AL,01,Alabama,51,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1415,1425,10,10,0,0,1400-1459,13,1438,1610,25,1627,1635,8,8,0,0,1600-1659,0,,0,132,130,92,1,510,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4416,,,,,G7,20500,G7,N520GJ,4416,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,15016,1501606,31123,STL,"St. Louis, MO",MO,29,Missouri,64,1759,1801,2,2,0,0,1700-1759,25,1826,1924,5,1927,1929,2,2,0,0,1900-1959,0,,0,88,88,58,1,258,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4415,,,,,G7,20500,G7,N538GJ,4415,10408,1040805,30408,ATW,"Appleton, WI",WI,55,Wisconsin,45,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,0615,0607,-8,0,0,-1,0600-0659,29,0636,0727,26,0756,0753,-3,0,0,-1,0700-0759,0,,0,101,106,51,1,160,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4414,,,,,G7,20500,G7,N576GJ,4414,12323,1232306,32323,ILM,"Wilmington, NC",NC,37,North Carolina,36,11618,1161803,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,0600,0556,-4,0,0,-1,0600-0659,42,0638,0755,15,0754,0810,16,16,1,1,0700-0759,0,,0,114,134,77,1,488,2,0,0,16,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4413,,,,,G7,20500,G7,N552GJ,4413,11278,1127805,30852,DCA,"Washington, DC",VA,51,Virginia,38,11618,1161803,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,1615,1604,-11,0,0,-1,1600-1659,17,1621,1656,8,1749,1704,-45,0,0,-2,1700-1759,0,,0,94,60,35,1,199,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4412,,,,,G7,20500,G7,N542GJ,4412,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,12217,1221702,30255,HSV,"Huntsville, AL",AL,01,Alabama,51,1105,1051,-14,0,0,-1,1100-1159,27,1118,1233,6,1307,1239,-28,0,0,-2,1300-1359,0,,0,122,108,75,1,510,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4410,,,,,G7,20500,G7,N538GJ,4410,12992,1299206,32600,LIT,"Little Rock, AR",AR,05,Arkansas,71,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1137,1126,-11,0,0,-1,1100-1159,13,1139,1251,15,1337,1306,-31,0,0,-2,1300-1359,0,,0,120,100,72,1,552,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4409,,,,,G7,20500,G7,N580GJ,4409,11977,1197705,31977,GRB,"Green Bay, WI",WI,55,Wisconsin,45,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1542,1534,-8,0,0,-1,1500-1559,30,1604,1659,19,1704,1718,14,14,0,0,1700-1759,0,,0,82,104,55,1,173,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4408,,,,,G7,20500,G7,N539GJ,4408,11278,1127805,30852,DCA,"Washington, DC",VA,51,Virginia,38,11618,1161803,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,1015,1007,-8,0,0,-1,1000-1059,30,1037,1119,10,1138,1129,-9,0,0,-1,1100-1159,0,,0,83,82,42,1,199,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2026,1,1,8,4,1/8/2026,UA,UA_CODESHARE,19977,UA,4407,,,,,G7,20500,G7,N565GJ,4407,11618,1161803,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,14524,1452402,34524,RIC,"Richmond, VA",VA,51,Virginia,38,1729,1729,0,0,0,0,1700-1759,24,1753,1848,10,1912,1858,-14,0,0,-1,1900-1959,0,,0,103,89,55,1,277,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
